Description;Channel;SecondDescription;"Start time";"AMR";"AMR_perc";"RCH";"RCH_perc";"SHR_perc";GroupID
"PROMO";"CBS Drama [Club TV]";" ";"15:38:16";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"CBS Drama [Club TV]";"BILOMAG";"15:38:51";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Earth [BBC Knowledge]";" ";"15:39:30";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"15:40:24";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ Sport2";" ";"15:40:52";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Europa [Zone Europa]";" ";"15:41:14";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN White [AXN Crime]";" ";"15:41:23";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"Animal Planet HD";"GRIPEX HOTACTIV";"15:41:49";0;0,000 %;0;0,000 %;0,000 %;4
"TOM I JERRY /SER.ANIM USA/";"Boomerang";" ";"15:41:50";5 188;0,156 %;8 653;0,260 %;0,976 %;4
"PROMO";"Animal Planet HD";" ";"15:41:57";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Spin";" ";"15:42:01";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"15:42:12";0;0,000 %;0;0,000 %;0,000 %;4
"TOPSY AND TIM";"BBC CBeebies";" ";"15:42:13";8 587;0,258 %;8 587;0,258 %;1,606 %;4
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"15:43:25";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"15:44:39";0;0,000 %;0;0,000 %;0,000 %;4
"EKSTRAKLASA /MECZ PILKI NOZNEJ/";"Canal+ Sport2";"SLASK WROCLAW - LECH POZNAN";"15:44:56";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Cartoon Network";" ";"15:45:47";19 079;0,573 %;21 559;0,648 %;3,610 %;4
"BLOK SPONSORSKI";"Canal+ Sport2";"NICE";"15:46:06";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"15:46:23";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"15:46:50";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"Animal Planet HD";"GRIPEX HOTACTIV";"15:46:53";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Europa [Zone Europa]";" ";"15:46:59";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Drama [Club TV]";" ";"15:47:19";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"15:47:21";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"15:48:05";0;0,000 %;0;0,000 %;0,000 %;4
"TOM I JERRY /SER.ANIM USA/";"Boomerang";" ";"15:48:47";0;0,000 %;0;0,000 %;0,000 %;4
"WEEKEND OSTATNIEJ SZANSY /FILM KOM.ROM.FRA.ANG./";"Canal+ Seriale [Canal+ Film 2]";" ";"15:50:03";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Lifestyle";" ";"15:50:52";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Cartoon Network";" ";"15:50:55";18 480;0,555 %;19 112;0,574 %;3,396 %;4
"MEET THE MULTIPLES";"BBC Lifestyle";" ";"15:51:17";0;0,000 %;0;0,000 %;0,000 %;4
"NIESAMOWITY SWIAT GUMBALLA /SER.ANIM.USA/";"Cartoon Network";"MINISTERSTWO SMIECHU";"15:51:25";17 359;0,521 %;67 724;2,034 %;2,796 %;4
"BLOK SPONSORSKI";"CBS Drama [Club TV]";"BILOMAG";"15:51:34";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Brit [BBC Entertainment]";" ";"15:52:35";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"WWW.OKACZKA.PL";"15:53:18";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC CBeebies";" ";"15:53:23";8 587;0,258 %;8 587;0,258 %;1,603 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"15:53:26";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ Discovery";" ";"15:53:32";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN White [AXN Crime]";" ";"15:53:44";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"15:54:46";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN";" ";"15:54:56";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Boomerang";" ";"15:55:00";0;0,000 %;0;0,000 %;0,000 %;4
"ZAKLINACZE KONI /SER.DRA.KAN./";"AXN White [AXN Crime]";"HEARTLAND 518 - CANDLES IN THE WIND";"15:55:31";0;0,000 %;0;0,000 %;0,000 %;4
"BEZ GRANIC /SER.DOK.KAN./";"Canal+ Discovery";" ";"15:55:39";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC HD";" ";"15:55:39";0;0,000 %;0;0,000 %;0,000 %;4
"CALL THE MIDWIFE";"BBC HD";" ";"15:55:49";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"AXN";"MANTA";"15:56:00";0;0,000 %;0;0,000 %;0,000 %;4
"MIECZ PRAWDY /SER.FANT.USA/";"AXN Black [AXN Sci-Fi]";"LEGEND OF THE SEEKER 104 - BRENNIDON";"15:56:01";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"4FUN.TV [4fun.tv]";" ";"15:56:18";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"BBC Brit [BBC Entertainment]";"TREFL";"15:56:36";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC CBeebies";" ";"15:56:59";8 587;0,258 %;8 587;0,258 %;1,566 %;4
"BLOK SPONSORSKI";"Animal Planet HD";"GRIPEX HOTACTIV";"15:57:23";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"15:57:31";0;0,000 %;0;0,000 %;0,000 %;4
"MISTER MAKER";"BBC CBeebies";" ";"15:57:38";8 587;0,258 %;8 587;0,258 %;1,481 %;4
"BLOK SPONSORSKI";"CBS Drama [Club TV]";"BILOMAG";"15:58:23";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Spin";" ";"15:58:28";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"15:58:38";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"15:58:54";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"15:58:57";0;0,000 %;0;0,000 %;0,000 %;4
"KUMPLE Z DZUNGLI /SER.ANIM.FRA./";"Boomerang";" ";"15:58:58";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"15:59:33";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"15:59:47";0;0,000 %;0;0,000 %;0,000 %;4
"AGENCI NCIS /SER.SENS.USA/";"CBS Action [Zone Romantica]";"NAVY NCIS";"15:59:53";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"AMICA";"15:59:57";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Earth [BBC Knowledge]";" ";"15:59:57";0;0,000 %;0;0,000 %;0,000 %;4
"DOWODY ZBRODNI /SER.SENS.USA/";"13 Ulica [13th Street Universal]";"COLD CASE";"16:00:05";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"4FUN.TV [4fun.tv]";"MAYDAY POLSKA";"16:00:08";0;0,000 %;0;0,000 %;0,000 %;4
"HITS 80'S /TELEDYSKI/";"4FUN HITS [mjuzik.tv]";" ";"16:00:08";0;0,000 %;0;0,000 %;0,000 %;4
"TOP 50 DISCO & DANCE /TELEDYSKI/";"4FUN FIT&DANCE [TV.DISCO]";" ";"16:00:08";2 624;0,079 %;8 892;0,267 %;0,353 %;4
"PROMO";"CBS Drama [Club TV]";" ";"16:00:11";0;0,000 %;0;0,000 %;0,000 %;4
"PRZEBOJE 4FUN /TELEDYSKI/";"4FUN.TV [4fun.tv]";" ";"16:00:16";0;0,000 %;0;0,000 %;0,000 %;4
"EKSTREMALNE POLOWY JAKUBA VAGNERA /SER.DOK.USA/";"Animal Planet HD";"BIG FISH MAN";"16:00:22";0;0,000 %;0;0,000 %;0,000 %;4
"MONSTRUALNY BICEPS NA STERYDACH /FILM DOK.USA/";"CBS Reality [Zone Reality]";"THE MAN WHOSE ARMS EXPLODED";"16:00:28";0;0,000 %;0;0,000 %;0,000 %;4
"GARFIELD SHOW /SER.ANIM.FRA.USA/";"Boomerang";" ";"16:00:29";0;0,000 %;0;0,000 %;0,000 %;4
"POLSKIE PRYWATNE ZBRODNIE /PROG.DOK.POL./";"CI Polsat [Polsat Crime & Investigation Network]";"PRIVATE CRIMES S1 EP.6";"16:00:31";0;0,000 %;0;0,000 %;0,000 %;4
"STAR WARS REBELIANCI /SER.ANIM.USA/";"AXN Spin";" ";"16:00:57";0;0,000 %;0;0,000 %;0,000 %;4
"BEVERLY HILLS 90210 /SER.USA/";"CBS Drama [Club TV]";"BEVERLY HILLS 90210";"16:01:01";0;0,000 %;0;0,000 %;0,000 %;4
"WHERE THE WILD MEN ARE WITH BEN FOGLE";"BBC Earth [BBC Knowledge]";" ";"16:01:17";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ 1 [Canal+ Family 2]";" ";"16:03:02";0;0,000 %;0;0,000 %;0,000 %;4
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"16:03:53";23 528;0,707 %;23 528;0,707 %;4,068 %;4
"SWIAT WEDLUG KIEPSKICH /SER.KOM.POL./";"ATM Rozrywka";" ";"16:04:33";19 268;0,579 %;23 528;0,707 %;3,177 %;4
"PROMO";"BBC Brit [BBC Entertainment]";" ";"16:04:43";0;0,000 %;0;0,000 %;0,000 %;4
"KUCHNIA FILMOWA /MAG. FILMOWY/";"Canal+ 1 [Canal+ Family 2]";" ";"16:05:29";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"16:07:52";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"16:08:01";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Lifestyle";" ";"16:08:41";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"16:08:47";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ 1 [Canal+ Family 2]";" ";"16:08:55";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Earth [BBC Knowledge]";" ";"16:08:57";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Europa [Zone Europa]";" ";"16:09:33";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN White [AXN Crime]";" ";"16:09:44";0;0,000 %;0;0,000 %;0,000 %;4
"W DOBREJ WIERZE /FILM DRA.OBYCZ.USA KEN.IND./";"Canal+ 1 [Canal+ Family 2]";" ";"16:10:07";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"BBC Brit [BBC Entertainment]";"TREFL";"16:10:24";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Brit [BBC Entertainment]";" ";"16:10:32";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"16:11:07";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"16:11:32";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"16:12:01";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"16:12:02";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Earth [BBC Knowledge]";" ";"16:12:08";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"16:13:12";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Spin";" ";"16:13:28";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Europa [Zone Europa]";" ";"16:14:18";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"16:14:23";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ Family [Canal+ Weekend]";" ";"16:15:02";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Cartoon Network";" ";"16:15:02";11 824;0,355 %;11 824;0,355 %;1,990 %;4
"PROMO";"CBS Drama [Club TV]";" ";"16:15:12";0;0,000 %;0;0,000 %;0,000 %;4
"RAZEM CZY OSOBNO /FILM KOM.ROM.USA/";"Canal+ Family [Canal+ Weekend]";" ";"16:15:44";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"16:15:55";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC CBeebies";" ";"16:16:54";8 587;0,258 %;8 587;0,258 %;1,469 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"16:18:21";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Drama [Club TV]";" ";"16:18:32";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC CBeebies";" ";"16:18:38";8 587;0,258 %;8 587;0,258 %;1,485 %;4
"PROMO";"Cartoon Network";" ";"16:18:52";11 824;0,355 %;11 824;0,355 %;2,041 %;4
"MISTER MAKER";"BBC CBeebies";" ";"16:19:08";8 587;0,258 %;8 587;0,258 %;1,369 %;4
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"AMICA";"16:19:24";0;0,000 %;0;0,000 %;0,000 %;4
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"16:19:46";23 528;0,707 %;23 528;0,707 %;3,929 %;4
"PROMO";"4FUN.TV [4fun.tv]";" ";"16:20:34";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN";" ";"16:20:45";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"AXN";"EGMONT";"16:21:20";0;0,000 %;0;0,000 %;0,000 %;4
"1000 DNI DLA ZIEMI /SER.DOK.KAN./";"ADVENTURE";" ";"16:21:55";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"16:24:06";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Boomerang";" ";"16:24:06";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"16:24:44";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"16:24:52";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN White [AXN Crime]";" ";"16:25:12";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Brit [BBC Entertainment]";" ";"16:25:29";5 696;0,171 %;10 890;0,327 %;0,931 %;4
"PROMO";"BBC Earth [BBC Knowledge]";" ";"16:25:39";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"AB FOTO + AZTORIN";"16:25:58";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"16:26:43";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"16:26:52";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"4FUN.TV [4fun.tv]";"MAYDAY POLSKA";"16:26:58";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Drama [Club TV]";" ";"16:27:37";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Boomerang";" ";"16:27:39";0;0,000 %;0;0,000 %;0,000 %;4
"KUMPLE Z DZUNGLI /SER.ANIM.FRA./";"Boomerang";" ";"16:27:55";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Spin";" ";"16:29:06";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"16:29:07";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"BBC Brit [BBC Entertainment]";"TREFL";"16:29:10";10 890;0,327 %;10 890;0,327 %;1,697 %;4
"PROMO";"BBC Brit [BBC Entertainment]";" ";"16:29:18";10 890;0,327 %;10 890;0,327 %;1,697 %;4
"PROMO";"Animal Planet HD";" ";"16:29:20";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Earth [BBC Knowledge]";" ";"16:29:20";0;0,000 %;0;0,000 %;0,000 %;4
"ROBIN HOOD DRAKA W SHERWOOD /SER.ANIM.FRA./";"Boomerang";" ";"16:29:25";5 620;0,169 %;11 170;0,336 %;0,862 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"16:29:41";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ Film [Canal+ Zolty]";" ";"16:29:56";0;0,000 %;0;0,000 %;0,000 %;4
"STAR WARS REBELIANCI /SER.ANIM.USA/";"AXN Spin";" ";"16:30:16";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"16:30:22";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"16:30:26";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Lifestyle";" ";"16:30:29";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"16:31:16";0;0,000 %;0;0,000 %;0,000 %;4
"PREMIER LEAGUE+ /MAG.PILKARSKI/";"Canal+ Sport [Canal+ Niebieski]";" ";"16:31:37";0;0,000 %;0;0,000 %;0,000 %;4
"KUCHNIA FILMOWA /MAG. FILMOWY/";"Canal+ Film [Canal+ Zolty]";" ";"16:31:53";0;0,000 %;0;0,000 %;0,000 %;4
"POLSKIE PRYWATNE ZBRODNIE /PROG.DOK.POL./";"CI Polsat [Polsat Crime & Investigation Network]";"PRIVATE CRIMES S2 EP.4";"16:31:58";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ Film [Canal+ Zolty]";" ";"16:33:18";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"16:33:40";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"AMICA";"16:34:15";0;0,000 %;0;0,000 %;0,000 %;4
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"16:34:32";14 100;0,424 %;14 100;0,424 %;2,184 %;4
"NIE PRZEGAP /ZAPOWIEDZI/";"Canal+ Film [Canal+ Zolty]";" ";"16:35:00";0;0,000 %;0;0,000 %;0,000 %;4
"SWIAT WEDLUG KIEPSKICH /SER.KOM.POL./";"ATM Rozrywka";" ";"16:35:12";17 967;0,540 %;28 618;0,860 %;2,739 %;4
"HOMO NARRANS /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"16:36:06";0;0,000 %;0;0,000 %;0,000 %;4
"ALE TYDZIEN /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"16:36:51";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"16:37:50";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Europa [Zone Europa]";" ";"16:38:09";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC CBeebies";" ";"16:38:18";8 587;0,258 %;8 587;0,258 %;1,310 %;4
"SAFE HOUSE /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"16:38:28";0;0,000 %;0;0,000 %;0,000 %;4
"NUMBERJACKS";"BBC CBeebies";" ";"16:38:32";8 587;0,258 %;8 587;0,258 %;1,310 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"16:38:52";0;0,000 %;0;0,000 %;0,000 %;4
"TURBOKOZAK /MAG.POL./";"Canal+ Sport [Canal+ Niebieski]";" ";"16:39:17";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"Canal+ Sport2";"MODECOM";"16:40:53";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Earth [BBC Knowledge]";" ";"16:41:15";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"16:41:35";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ Discovery";" ";"16:41:37";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN White [AXN Crime]";" ";"16:41:56";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"BBC Brit [BBC Entertainment]";"TREFL";"16:42:01";17 864;0,537 %;17 864;0,537 %;2,750 %;4
"PROMO";"AXN Spin";" ";"16:42:06";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Brit [BBC Entertainment]";" ";"16:42:09";17 864;0,537 %;17 864;0,537 %;2,750 %;4
"PROMO";"CBS Drama [Club TV]";" ";"16:42:18";0;0,000 %;0;0,000 %;0,000 %;4
"TOP GEAR AMBITIOUS BUT RUBBISH";"BBC Brit [BBC Entertainment]";" ";"16:42:19";14 790;0,444 %;17 864;0,537 %;2,190 %;4
"TV LOGO";"Canal+ Film [Canal+ Zolty]";" ";"16:42:28";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Cartoon Network";" ";"16:42:31";11 489;0,345 %;11 489;0,345 %;1,769 %;4
"AUTOPROMOCJA";"Canal+ Film [Canal+ Zolty]";" ";"16:42:50";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"16:43:07";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Europa [Zone Europa]";" ";"16:43:44";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"16:44:15";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"16:44:54";0;0,000 %;0;0,000 %;0,000 %;4
"CAKE /FILM DRAM.OBYCZ.USA/";"Canal+ Film [Canal+ Zolty]";" ";"16:45:17";0;0,000 %;0;0,000 %;0,000 %;4
"POKUTA /FILM MELODRAM.W.BRYT.FRA./";"Ale Kino+ [Ale Kino]";" ";"16:45:19";3 128;0,094 %;9 150;0,275 %;0,425 %;4
"PROMO";"BBC Earth [BBC Knowledge]";" ";"16:45:26";0;0,000 %;0;0,000 %;0,000 %;4
"SWIATOWA LISTA CUDOW /SER.DOK.USA/";"Canal+ Discovery";" ";"16:45:29";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"16:46:14";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"Canal+ Sport2";"NICE";"16:46:37";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Cartoon Network";" ";"16:46:40";8 762;0,263 %;10 891;0,327 %;1,329 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"16:47:09";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"4FUN HITS [mjuzik.tv]";" ";"16:47:18";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN";" ";"16:47:34";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"AMICA";"16:47:39";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC HD";" ";"16:47:54";0;0,000 %;0;0,000 %;0,000 %;4
"UPSTAIRS DOWNSTAIRS";"BBC HD";" ";"16:48:04";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"16:48:52";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"16:49:32";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Boomerang";" ";"16:51:13";11 170;0,336 %;11 170;0,336 %;1,692 %;4
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"16:51:16";17 367;0,522 %;19 933;0,599 %;2,631 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"16:51:24";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC CBeebies";" ";"16:52:38";8 587;0,258 %;8 587;0,258 %;1,300 %;4
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"16:52:50";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN White [AXN Crime]";" ";"16:53:16";0;0,000 %;0;0,000 %;0,000 %;4
"TV LOGO";"Canal+ Sport [Canal+ Niebieski]";" ";"16:54:24";0;0,000 %;0;0,000 %;0,000 %;4
"GARY: YOUNG PSYCHIC & POSSESSED";"BBC Lifestyle";" ";"16:54:25";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"AZTORIN + AB FOTO";"16:54:30";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Spin";" ";"16:54:32";0;0,000 %;0;0,000 %;0,000 %;4
"GARFIELD SHORTS /SER.ANIM.FRA.USA/";"Boomerang";" ";"16:54:40";11 170;0,336 %;11 170;0,336 %;1,727 %;4
"LIGA ANGIELSKA /MECZ PILKI NOZNEJ/";"Canal+ Sport [Canal+ Niebieski]";"SOUTHAMPTON FC - AFC BOURNEMOUTH";"16:54:46";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Boomerang";" ";"16:55:07";11 170;0,336 %;11 170;0,336 %;1,718 %;4
"PROMO";"4FUN.TV [4fun.tv]";" ";"16:55:17";0;0,000 %;0;0,000 %;0,000 %;4
"4FUN NEWS /PROG.MUZ.INFO.POL./";"4FUN.TV [4fun.tv]";" ";"16:55:29";0;0,000 %;0;0,000 %;0,000 %;4
"MIECZ PRAWDY /SER.FANT.USA/";"AXN Black [AXN Sci-Fi]";"LEGEND OF THE SEEKER 105 - LISTENER";"16:55:31";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+";" ";"16:55:36";0;0,000 %;0;0,000 %;0,000 %;4
"WZOR /SER.SENS.USA/";"AXN White [AXN Crime]";"NUMB3RS 210 - BONES OF CONTENTION";"16:55:50";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"4FUN.TV [4fun.tv]";"MAYDAY POLSKA";"16:56:13";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"16:56:27";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"16:56:55";0;0,000 %;0;0,000 %;0,000 %;4
"NINA AND THE NEURONS";"BBC CBeebies";" ";"16:57:12";478;0,014 %;8 587;0,258 %;0,071 %;4
