Description;Channel;SecondDescription;"Start time";"AMR";"AMR_perc";"RCH";"RCH_perc";"SHR_perc"
"2012 /FILM SF.USA/";"AXN Black [AXN Sci-Fi]";"2012";"22:05:28";28 117;0,079 %;257 270;0,720 %;0,360 %
"PROMO";"CBS Action [Zone Romantica]";" ";"22:06:08";6 595;0,018 %;6 595;0,018 %;0,043 %
"PROMO";"Cartoon Network";" ";"22:06:44";27 189;0,076 %;27 189;0,076 %;0,178 %
"BLOK SPONSORSKI";"CBS Action [Zone Romantica]";"AMICA";"22:07:13";6 595;0,018 %;6 595;0,018 %;0,043 %
"BLOK SPONSORSKI";"Animal Planet HD";"MOKATE";"22:07:21";0;0,000 %;0;0,000 %;0,000 %
"KRONIKI XIAOLIN /SER.ANIM.USA KAN./";"Cartoon Network";" ";"22:07:29";27 308;0,076 %;32 331;0,090 %;0,224 %
"PROMO";"Animal Planet HD";" ";"22:07:29";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC CBeebies";" ";"22:08:56";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Boomerang";" ";"22:09:30";36 067;0,101 %;36 067;0,101 %;0,243 %
"PROMO";"Animal Planet HD";" ";"22:10:00";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Europa [Zone Europa]";" ";"22:10:06";0;0,000 %;0;0,000 %;0,000 %
"ODDBODS /SER.ANIMOW.SINGAP./";"Boomerang";" ";"22:10:19";36 067;0,101 %;36 067;0,101 %;0,254 %
"TELETUBBIES";"BBC CBeebies";" ";"22:10:22";0;0,000 %;0;0,000 %;0,000 %
"KINO MOWI /MAG.FILM./";"Ale Kino+ [Ale Kino]";" ";"22:10:39";3 684;0,010 %;21 462;0,060 %;0,027 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"BALCERZAK";"22:11:13";53 012;0,148 %;53 012;0,148 %;0,368 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"22:11:16";4 019;0,011 %;4 019;0,011 %;0,028 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"22:11:20";38 438;0,108 %;38 438;0,108 %;0,267 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"22:11:21";53 012;0,148 %;53 012;0,148 %;0,368 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"KAPSIPLAST";"22:12:01";53 012;0,148 %;53 012;0,148 %;0,373 %
"ZAGINIONA /SER.KRYM.FR./";"13 Ulica [13th Street Universal]";"DISPARUE";"22:12:09";58 229;0,163 %;104 049;0,291 %;0,527 %
"PROMO";"CBS Europa [Zone Europa]";" ";"22:12:51";24 818;0,069 %;28 807;0,081 %;0,177 %
"PROMO";"CBS Reality [Zone Reality]";" ";"22:13:34";22 985;0,064 %;24 227;0,068 %;0,164 %
"ZWARIOWANE MELODIE /FILM ANIM.USA/";"Boomerang";" ";"22:14:39";38 003;0,106 %;48 199;0,135 %;0,283 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"22:14:57";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Lifestyle";" ";"22:14:58";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"22:15:58";38 438;0,108 %;38 438;0,108 %;0,285 %
"PROMO";"CBS Reality [Zone Reality]";" ";"22:16:49";19 400;0,054 %;19 400;0,054 %;0,145 %
"PROMO";"BBC Lifestyle";" ";"22:18:39";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"22:20:53";4 479;0,013 %;5 020;0,014 %;0,034 %
"ZWARIOWANE MELODIE /FILM ANIM.USA/";"Boomerang";" ";"22:20:55";36 067;0,101 %;36 067;0,101 %;0,284 %
"WIERNY OGRODNIK /FILM FAB.W.BRYT.NIEM./";"Ale Kino+ [Ale Kino]";" ";"22:22:00";4 029;0,011 %;34 504;0,097 %;0,051 %
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"22:22:18";132 667;0,371 %;132 667;0,371 %;1,030 %
"PROMO";"4FUN.TV [4fun.tv]";" ";"22:22:31";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Europa [Zone Europa]";" ";"22:22:58";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN Spin";" ";"22:23:58";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Drama [Club TV]";" ";"22:24:14";2 615;0,007 %;2 615;0,007 %;0,021 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"22:24:34";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"22:24:58";35 601;0,100 %;49 146;0,138 %;0,284 %
"PROMO";"Animal Planet HD";" ";"22:25:17";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Reality [Zone Reality]";" ";"22:25:20";19 400;0,054 %;19 400;0,054 %;0,155 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"22:25:21";52 685;0,147 %;57 292;0,160 %;0,423 %
"PROMO";"CBS Europa [Zone Europa]";" ";"22:26:43";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Boomerang";" ";"22:27:59";36 067;0,101 %;36 067;0,101 %;0,299 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"22:28:30";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"ADVENTURE";" ";"22:28:41";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Reality [Zone Reality]";" ";"22:28:50";19 400;0,054 %;19 400;0,054 %;0,161 %
"PROMO";"CBS Drama [Club TV]";" ";"22:28:59";2 615;0,007 %;2 615;0,007 %;0,022 %
"PROMO";"Cartoon Network";" ";"22:29:13";27 189;0,076 %;27 189;0,076 %;0,226 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"22:29:32";53 661;0,150 %;57 292;0,160 %;0,447 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"22:29:36";34 727;0,097 %;34 727;0,097 %;0,289 %
"PROMO";"Animal Planet HD";" ";"22:29:48";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"KAPSIPLAST";"22:30:37";50 912;0,142 %;50 912;0,142 %;0,425 %
"PROMO";"AXN";" ";"22:30:44";21 215;0,059 %;21 215;0,059 %;0,178 %
"STRZELECKIE ABC /PROG.PORAD.POL./";"ADVENTURE";" ";"22:30:46";0;0,000 %;0;0,000 %;0,000 %
"SYLWESTER I TWEETY NA TROPIE /SER.ANIM.USA/";"Boomerang";" ";"22:30:58";2 955;0,008 %;36 067;0,101 %;0,026 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"22:31:41";23 533;0,066 %;25 782;0,072 %;0,199 %
"PROMO";"BBC Lifestyle";" ";"22:31:58";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Europa [Zone Europa]";" ";"22:33:23";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Cartoon Network";" ";"22:33:52";27 189;0,076 %;27 189;0,076 %;0,232 %
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"22:34:29";173 539;0,486 %;189 403;0,530 %;1,481 %
"PROMO";"BBC CBeebies";" ";"22:34:45";0;0,000 %;0;0,000 %;0,000 %
"SWIAT WEDLUG KIEPSKICH /SER.KOM.POL./";"ATM Rozrywka";" ";"22:35:09";205 650;0,576 %;329 164;0,921 %;1,947 %
"BABY JAKE";"BBC CBeebies";" ";"22:35:54";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"CINKCIARZ.PL";"22:36:14";27 898;0,078 %;27 898;0,078 %;0,241 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"22:36:22";20 862;0,058 %;20 862;0,058 %;0,180 %
"PROMO";"CBS Europa [Zone Europa]";" ";"22:36:38";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Lifestyle";" ";"22:36:39";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"22:38:29";27 898;0,078 %;27 898;0,078 %;0,243 %
"PROMO";"CBS Reality [Zone Reality]";" ";"22:38:31";19 400;0,054 %;19 400;0,054 %;0,169 %
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"NISSAN + PS4";"22:39:05";27 898;0,078 %;27 898;0,078 %;0,246 %
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"22:39:17";27 898;0,078 %;27 898;0,078 %;0,246 %
"ZLAP SPORT /PROG.ROZR./";"Canal+ Sport [Canal+ Niebieski]";" ";"22:39:23";27 898;0,078 %;27 898;0,078 %;0,249 %
"PROMO";"Animal Planet HD";" ";"22:39:30";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"22:40:19";6 845;0,019 %;6 845;0,019 %;0,061 %
"BLOK SPONSORSKI";"CBS Action [Zone Romantica]";"AMICA";"22:40:24";6 595;0,018 %;6 595;0,018 %;0,059 %
"PROMO";"CBS Action [Zone Romantica]";" ";"22:40:32";6 595;0,018 %;6 595;0,018 %;0,059 %
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"22:41:33";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+";" ";"22:42:07";0;0,000 %;0;0,000 %;0,000 %
"PRZEBOJE 4FUN /TELEDYSKI/";"4FUN.TV [4fun.tv]";" ";"22:42:36";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Reality [Zone Reality]";" ";"22:42:46";19 400;0,054 %;19 400;0,054 %;0,175 %
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"22:42:52";35 011;0,098 %;37 856;0,106 %;0,315 %
"SPORT FLESZ";"Canal+ Sport [Canal+ Niebieski]";" ";"22:43:20";32 053;0,090 %;42 711;0,120 %;0,291 %
"PROMO";"AXN White [AXN Crime]";" ";"22:43:48";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"22:44:06";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Action [Zone Romantica]";" ";"22:44:17";6 595;0,018 %;6 595;0,018 %;0,061 %
"PROMO";"BBC HD";" ";"22:44:18";0;0,000 %;0;0,000 %;0,000 %
"SILK";"BBC HD";" ";"22:44:31";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"22:44:39";63 596;0,178 %;66 604;0,186 %;0,578 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"22:44:57";6 845;0,019 %;6 845;0,019 %;0,062 %
"DEFIANCE /SER.SF.USA/";"Canal+ Seriale [Canal+ Film 2]";" ";"22:45:00";535;0,001 %;21 882;0,061 %;0,006 %
"DOM HEMINGWAY /FILM KOM.DRA.ANG./";"Canal+";" ";"22:45:04";12 641;0,035 %;51 861;0,145 %;0,172 %
"25 GODZINA /FILM DRAM.USA/";"AXN White [AXN Crime]";"25TH HOUR ";"22:45:33";4 379;0,012 %;77 534;0,217 %;0,076 %
"PROMO";"BBC CBeebies";" ";"22:46:54";0;0,000 %;0;0,000 %;0,000 %
"WIBBLY PIG";"BBC CBeebies";" ";"22:47:36";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"22:49:50";57 292;0,160 %;57 292;0,160 %;0,539 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"22:49:53";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Boomerang";" ";"22:49:55";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"CINKCIARZ.PL";"22:50:13";20 924;0,059 %;20 924;0,059 %;0,197 %
"PROMO";"CBS Drama [Club TV]";" ";"22:50:17";0;0,000 %;0;0,000 %;0,000 %
"GARFIELD SHOW /SER.ANIM.FRA.USA/";"Boomerang";" ";"22:50:24";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"KAPSIPLAST";"22:50:55";57 292;0,160 %;57 292;0,160 %;0,541 %
"TYLKO PODROZE /SER.DOK.WL./";"ADVENTURE";" ";"22:51:16";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"22:51:40";62 947;0,176 %;62 947;0,176 %;0,599 %
"OGLOSZENIE PLATNE";"ATM Rozrywka";"ALKOHOL I KLUCZYKI? WYKLUCZONE";"22:52:08";171 213;0,479 %;180 896;0,506 %;1,639 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"22:52:21";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Europa [Zone Europa]";" ";"22:52:38";3 621;0,010 %;9 750;0,027 %;0,035 %
"PROMO";"AXN";" ";"22:52:57";18 042;0,050 %;21 215;0,059 %;0,173 %
"PROMO";"BBC Lifestyle";" ";"22:52:58";0;0,000 %;0;0,000 %;0,000 %
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"22:53:18";176 020;0,493 %;177 380;0,496 %;1,711 %
"PROMO";"CBS Action [Zone Romantica]";" ";"22:53:57";6 595;0,018 %;6 595;0,018 %;0,065 %
"PROMO";"CBS Europa [Zone Europa]";" ";"22:54:53";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"22:55:04";0;0,000 %;0;0,000 %;0,000 %
"JAK ZROBIC FILM? /REP.POL./";"CBS Europa [Zone Europa]";" ";"22:55:23";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"4FUN.TV [4fun.tv]";" ";"22:55:55";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Drama [Club TV]";" ";"22:56:02";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Sport2";" ";"22:56:11";9 958;0,028 %;9 958;0,028 %;0,099 %
"PROMO";"Animal Planet HD";" ";"22:56:15";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"22:56:21";62 947;0,176 %;62 947;0,176 %;0,622 %
"PROMO";"AXN";" ";"22:56:26";18 003;0,050 %;18 003;0,050 %;0,178 %
"PROMO";"Cartoon Network";" ";"22:56:29";27 189;0,076 %;27 189;0,076 %;0,268 %
"PROMO";"CBS Reality [Zone Reality]";" ";"22:57:08";36 311;0,102 %;36 311;0,102 %;0,362 %
"ZA KULISAMI SERIALE /MAG.FILM./";"AXN";" ";"22:57:25";20 536;0,057 %;43 368;0,121 %;0,207 %
"PROMO";"BBC CBeebies";" ";"22:57:36";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"22:58:36";0;0,000 %;0;0,000 %;0,000 %
"PIATEK TRZYNASTEGO /SER.HOR.USA/";"CBS Action [Zone Romantica]";"FRIDAY THE 13TH THE SERIES";"22:58:47";8 859;0,025 %;22 752;0,064 %;0,118 %
"PROMO";"BBC Lifestyle";" ";"22:59:04";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"22:59:12";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Reality [Zone Reality]";" ";"22:59:23";36 311;0,102 %;36 311;0,102 %;0,366 %
"PROMO";"Cartoon Network";" ";"22:59:30";29 089;0,081 %;31 369;0,088 %;0,295 %
"AUTOPROMOCJA";"Canal+ Sport2";" ";"22:59:35";15 180;0,042 %;15 180;0,042 %;0,154 %
"JUNIOR PARAMEDICS ";"BBC Lifestyle";" ";"22:59:44";856;0,002 %;19 278;0,054 %;0,012 %
"PROMO";"CBS Europa [Zone Europa]";" ";"22:59:59";0;0,000 %;0;0,000 %;0,000 %
"SPRAWA DLA PROFILERA /SER.DOK.USA/";"CBS Reality [Zone Reality]";"BODY OF EVIDENCE";"23:00:03";23 359;0,065 %;58 912;0,165 %;0,274 %
"SARAH & DUCK";"BBC CBeebies";" ";"23:00:04";0;0,000 %;0;0,000 %;0,000 %
"HITS ROCK /TELEDYSKI/";"4FUN HITS [mjuzik.tv]";" ";"23:00:08";84;0,000 %;7 913;0,022 %;0,001 %
"NOWE! /PROG.MUZ.POL./";"4FUN.TV [4fun.tv]";" ";"23:00:08";1 479;0,004 %;12 832;0,036 %;0,020 %
"BLOK SPONSORSKI";"Canal+ Sport2";"NISSAN + PS4";"23:00:11";15 180;0,042 %;15 180;0,042 %;0,155 %
"POLICJA DLA ZWIERZAT W HOUSTON /SER.DOK.PRZYR.ANG./";"Animal Planet HD";"ANIMAL COPS HOUSTON";"23:00:11";9 887;0,028 %;10 825;0,030 %;0,135 %
"AUTOPROMOCJA";"Canal+ Sport2";" ";"23:00:23";15 180;0,042 %;15 180;0,042 %;0,155 %
"PROMO";"AXN";" ";"23:00:23";37 605;0,105 %;37 605;0,105 %;0,385 %
"NIESAMOWITY SWIAT GUMBALLA /SER.ANIM.USA/";"Cartoon Network";" ";"23:00:25";20 196;0,057 %;57 014;0,160 %;0,270 %
"SPORT+ /MAG.SPORT./";"Canal+ Sport2";" ";"23:00:29";26 995;0,076 %;77 445;0,217 %;0,334 %
"PRZEKRACZAJAC GRANICE /SER.FRA./";"AXN";"CROSSING LINES 304 - RECOIL";"23:00:35";23 392;0,065 %;119 133;0,333 %;0,322 %
"BRACIA PRZYRODNI /FILM KOM.USA/";"CBS Europa [Zone Europa]";"STEP BROTHERS";"23:00:43";573;0,002 %;14 649;0,041 %;0,010 %
"GWIAZDY I DUCHY /PROG.DOK.USA/";"CI Polsat [Polsat Crime & Investigation Network]";"CELEBRITY GHOST STORIES S5 EP.2";"23:00:54";30 318;0,085 %;51 165;0,143 %;0,419 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"23:01:17";45 775;0,128 %;45 775;0,128 %;0,479 %
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"23:05:08";130 749;0,366 %;130 749;0,366 %;1,434 %
"IMPREZA Z TRUPEM W SZAFIE /FILM.DRA.KOM.USA/";"ATM Rozrywka";" ";"23:05:48";98 130;0,275 %;447 204;1,252 %;1,767 %
"PROMO";"4FUN FIT&DANCE [TV.DISCO]";" ";"23:06:20";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"23:06:28";57 292;0,160 %;57 292;0,160 %;0,643 %
"PROMO";"BBC CBeebies";" ";"23:07:07";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"23:07:29";10 825;0,030 %;10 825;0,030 %;0,123 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"KAPSIPLAST";"23:07:31";57 292;0,160 %;57 292;0,160 %;0,649 %
"MR. BLOOM'S NURSERY";"BBC CBeebies";" ";"23:09:20";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN Spin";" ";"23:09:28";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"23:09:36";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"23:09:40";27 882;0,078 %;27 882;0,078 %;0,322 %
"PROMO";"Cartoon Network";" ";"23:10:37";30 429;0,085 %;30 429;0,085 %;0,356 %
"PROMO";"Boomerang";" ";"23:10:57";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"23:11:04";31 401;0,088 %;31 401;0,088 %;0,369 %
"CALKIEM NOWE PRZYGODY TOMA I JERRY'EGO /SER.ANIM.USA/";"Boomerang";" ";"23:11:16";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"23:11:35";10 825;0,030 %;10 825;0,030 %;0,127 %
"PROMO";"CBS Reality [Zone Reality]";" ";"23:13:36";28 149;0,079 %;28 149;0,079 %;0,335 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"23:14:17";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"23:14:18";40 633;0,114 %;40 633;0,114 %;0,491 %
"PROMO";"BBC Lifestyle";" ";"23:15:24";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN";" ";"23:15:25";14 404;0,040 %;14 404;0,040 %;0,175 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"23:15:45";11 305;0,032 %;11 305;0,032 %;0,138 %
"PROMO";"CBS Reality [Zone Reality]";" ";"23:16:51";20 611;0,058 %;28 149;0,079 %;0,257 %
"PROMO";"CBS Action [Zone Romantica]";" ";"23:16:58";6 595;0,018 %;6 595;0,018 %;0,082 %
"AUTOPROMOCJA";"Canal+ Family [Canal+ Weekend]";" ";"23:17:02";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"KAPSIPLAST";"23:18:10";50 396;0,141 %;50 396;0,141 %;0,635 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"23:18:18";48 809;0,137 %;73 784;0,207 %;0,620 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"23:18:30";23 112;0,065 %;23 112;0,065 %;0,291 %
"AUTOPROMOCJA";"Canal+ Discovery";" ";"23:19:36";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"KAPSIPLAST";"23:20:08";50 514;0,141 %;50 514;0,141 %;0,647 %
"PROMO";"CBS Action [Zone Romantica]";" ";"23:20:13";6 595;0,018 %;6 595;0,018 %;0,084 %
"REAKCJA LANCUCHOWA /FILM USA/";"Canal+ Family [Canal+ Weekend]";" ";"23:20:14";20;0,000 %;2 000;0,006 %;0,000 %
"ZBIGNIEW URBANSKI PRAWDZIWE ZBRODNIE /SER.DOK.POL./";"13 Ulica [13th Street Universal]";"TRUE CRIME WITH ZBIGNIEW URBANSKI";"23:20:16";46 171;0,129 %;125 414;0,351 %;0,839 %
"SEKRETY TELEWIZJI /FILM DOK.USA/";"Canal+ Discovery";" ";"23:20:28";265;0,001 %;23 276;0,065 %;0,005 %
"PROMO";"CBS Drama [Club TV]";" ";"23:21:20";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"23:23:48";40 633;0,114 %;40 633;0,114 %;0,542 %
"PROMO";"Cartoon Network";" ";"23:23:52";11 520;0,032 %;11 520;0,032 %;0,153 %
"PROMO";"CBS Europa [Zone Europa]";" ";"23:24:11";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"23:25:09";22 002;0,062 %;22 002;0,062 %;0,296 %
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"23:25:55";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Reality [Zone Reality]";" ";"23:25:58";20 192;0,057 %;33 252;0,093 %;0,272 %
"PROMO";"CBS Drama [Club TV]";" ";"23:26:05";0;0,000 %;0;0,000 %;0,000 %
"BEZ KOMENTARZA /REP./";"ADVENTURE";" ";"23:26:29";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"23:27:00";10 825;0,030 %;10 825;0,030 %;0,146 %
"PROMO";"Cartoon Network";" ";"23:27:08";3 241;0,009 %;3 241;0,009 %;0,044 %
"PROMO";"AXN";" ";"23:27:18";20 836;0,058 %;20 836;0,058 %;0,282 %
"PROMO";"BBC CBeebies";" ";"23:28:12";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"23:28:26";40 633;0,114 %;40 633;0,114 %;0,562 %
"PROMO";"CBS Reality [Zone Reality]";" ";"23:28:28";19 400;0,054 %;19 400;0,054 %;0,269 %
"PROMO";"CBS Europa [Zone Europa]";" ";"23:28:56";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Film [Canal+ Zolty]";" ";"23:30:04";11 208;0,031 %;11 208;0,031 %;0,158 %
"INCYDENT /SER.DRA.USA/";"Canal+ Seriale [Canal+ Film 2]";" ";"23:30:07";680;0,002 %;2 000;0,006 %;0,012 %
"SPRAWA DLA PROFILERA /SER.DOK.USA/";"CBS Reality [Zone Reality]";"BODY OF EVIDENCE";"23:30:08";19 443;0,054 %;33 252;0,093 %;0,309 %
"WOOLLY AND TIG";"BBC CBeebies";" ";"23:30:19";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"23:30:50";22 002;0,062 %;22 002;0,062 %;0,310 %
"PROMO";"AXN";" ";"23:31:09";20 836;0,058 %;20 836;0,058 %;0,295 %
"PROMO";"ADVENTURE";" ";"23:31:29";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"23:31:33";10 825;0,030 %;10 825;0,030 %;0,153 %
"PROMO";"Boomerang";" ";"23:31:38";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Action [Zone Romantica]";" ";"23:32:01";8 829;0,025 %;8 829;0,025 %;0,125 %
"KUCHNIA FILMOWA /MAG. FILMOWY/";"Canal+ Film [Canal+ Zolty]";" ";"23:32:16";11 208;0,031 %;11 208;0,031 %;0,160 %
"PROMO";"AXN Spin";" ";"23:33:13";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Film [Canal+ Zolty]";" ";"23:33:19";11 208;0,031 %;11 208;0,031 %;0,163 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"23:33:21";0;0,000 %;0;0,000 %;0,000 %
"BAZARY SWIATA /SER.DOK.W.BRYT./";"ADVENTURE";" ";"23:33:34";0;0,000 %;0;0,000 %;0,000 %
"DIABELSKIE NASIENIE /FILM HOR.USA/";"Canal+ Film [Canal+ Zolty]";" ";"23:35:01";19 015;0,053 %;30 213;0,085 %;0,434 %
"PROMO";"BBC CBeebies";" ";"23:35:33";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Sport2";" ";"23:35:44";38 908;0,109 %;43 311;0,121 %;0,578 %
"PROMO";"CBS Action [Zone Romantica]";" ";"23:36:16";8 829;0,025 %;8 829;0,025 %;0,131 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"23:37:02";0;0,000 %;0;0,000 %;0,000 %
"CLANGERS";"BBC CBeebies";" ";"23:37:03";0;0,000 %;0;0,000 %;0,000 %
"SPORT FLESZ";"Canal+ Sport2";" ";"23:37:26";38 089;0,107 %;38 089;0,107 %;0,583 %
"PROMO";"AXN Spin";" ";"23:37:27";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"23:37:46";40 633;0,114 %;40 633;0,114 %;0,608 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"23:37:48";41 021;0,115 %;41 021;0,115 %;0,615 %
"OGLOSZENIE PLATNE";"ATM Rozrywka";"ALKOHOL I KLUCZYKI? WYKLUCZONE";"23:38:26";90 145;0,252 %;95 326;0,267 %;1,367 %
"PROMO";"Cartoon Network";" ";"23:38:43";3 241;0,009 %;3 241;0,009 %;0,049 %
"PROMO";"ATM Rozrywka";" ";"23:39:36";85 285;0,239 %;95 326;0,267 %;1,314 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"23:40:03";22 002;0,062 %;22 002;0,062 %;0,341 %
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"23:40:46";87 823;0,246 %;109 529;0,307 %;1,377 %
"PRZYGODY MERLINA /SER.FANT.ANG./";"AXN Spin";" ";"23:40:49";2 860;0,008 %;28 920;0,081 %;0,060 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"23:42:06";30 944;0,087 %;30 944;0,087 %;0,491 %
